step,track,model,dataset,MAE,RMSE,R2,Memory in Mb,Time in s
11,Regression,Linear Regression,ChickWeights,30.432219699626994,31.267456151778337,-1257.4692714745631,0.004130363464355469,0.000963
22,Regression,Linear Regression,ChickWeights,20.75760844034268,23.632210645041404,-590.4769976066937,0.004130363464355469,0.002374
33,Regression,Linear Regression,ChickWeights,14.555240079240876,19.349294933329695,-259.0232069515881,0.004130363464355469,0.004113
44,Regression,Linear Regression,ChickWeights,11.143633659136759,16.767243978820222,-220.34524244378574,0.004130363464355469,0.006175
55,Regression,Linear Regression,ChickWeights,10.841164000616114,17.714902804136145,-60.2608923989398,0.004130363464355469,0.008581
66,Regression,Linear Regression,ChickWeights,10.32598508406065,16.527353468164844,-21.985729074745297,0.004130363464355469,0.01133
77,Regression,Linear Regression,ChickWeights,9.718401993814265,15.521096390186141,-12.587024696233003,0.004130363464355469,0.014424
88,Regression,Linear Regression,ChickWeights,8.767755200283737,14.552446235427842,-9.829280875288257,0.004130363464355469,0.017858
99,Regression,Linear Regression,ChickWeights,7.977130626229444,13.740429605807138,-7.074807888709797,0.004130363464355469,0.021634999999999998
110,Regression,Linear Regression,ChickWeights,7.506893871110683,13.098273311725844,-4.124041411671393,0.004130363464355469,0.025751999999999997
121,Regression,Linear Regression,ChickWeights,7.252833276832352,12.607637144454216,-2.6562249812820733,0.004130363464355469,0.030208999999999996
132,Regression,Linear Regression,ChickWeights,6.896359231575217,12.121970224209305,-1.7624336939368233,0.004130363464355469,0.03500399999999999
143,Regression,Linear Regression,ChickWeights,6.581914741629191,11.688367143429069,-1.080274127204615,0.004130363464355469,0.040138999999999994
154,Regression,Linear Regression,ChickWeights,6.347682986169337,11.314945909537578,-0.6567859420078188,0.004130363464355469,0.045612999999999994
165,Regression,Linear Regression,ChickWeights,6.47676439389405,11.21748999353191,-0.30899590760610374,0.004130363464355469,0.051426999999999994
176,Regression,Linear Regression,ChickWeights,6.552290709218319,11.100632967129414,-0.03357189497448321,0.004130363464355469,0.05758099999999999
187,Regression,Linear Regression,ChickWeights,6.503097179992549,10.915357728148932,0.18175912588502985,0.004130363464355469,0.06407299999999999
198,Regression,Linear Regression,ChickWeights,6.420443618722296,10.727647067877953,0.3713230272376924,0.004130363464355469,0.070904
209,Regression,Linear Regression,ChickWeights,6.54715053669462,10.814712106795348,0.47329133398018763,0.004130363464355469,0.07807199999999999
220,Regression,Linear Regression,ChickWeights,7.075852889975692,11.488147441481185,0.479648982578291,0.004130363464355469,0.08557599999999999
231,Regression,Linear Regression,ChickWeights,7.197265349840174,11.527376107145999,0.5518657524511614,0.004130363464355469,0.09341599999999999
242,Regression,Linear Regression,ChickWeights,7.359957454348683,11.71365363090123,0.6276606533313056,0.004130363464355469,0.10159099999999999
253,Regression,Linear Regression,ChickWeights,7.389343614466645,11.704104182671559,0.6771453727427903,0.004130363464355469,0.11010199999999999
264,Regression,Linear Regression,ChickWeights,8.007684680730522,12.681713023454451,0.6536838584261326,0.004210472106933594,0.11894999999999999
275,Regression,Linear Regression,ChickWeights,8.456356064016727,13.562457362384485,0.6514630282957669,0.004210472106933594,0.128137
286,Regression,Linear Regression,ChickWeights,8.682222588679535,13.91372755183948,0.6822857451181047,0.004210472106933594,0.137663
297,Regression,Linear Regression,ChickWeights,8.656490376145301,13.862729792291397,0.7264657185265005,0.004210472106933594,0.14752700000000002
308,Regression,Linear Regression,ChickWeights,9.17087534181789,14.586626878398466,0.730278281446047,0.004210472106933594,0.15773800000000002
319,Regression,Linear Regression,ChickWeights,10.253235573939358,17.040182474587255,0.6659707835095393,0.004210472106933594,0.270641
330,Regression,Linear Regression,ChickWeights,10.67218268870669,17.597898989920818,0.6951262006904333,0.004210472106933594,0.38498
341,Regression,Linear Regression,ChickWeights,10.865878827617594,17.684075493652397,0.7243197409220903,0.004210472106933594,0.500381
352,Regression,Linear Regression,ChickWeights,11.014541487264223,17.788847456042067,0.7464163188501894,0.004210472106933594,0.6168239999999999
363,Regression,Linear Regression,ChickWeights,11.893125923244742,19.14640328452056,0.7147396000186461,0.004210472106933594,0.7343709999999999
374,Regression,Linear Regression,ChickWeights,12.40252640363099,20.24468752454989,0.7068188127948265,0.004210472106933594,0.8529599999999999
385,Regression,Linear Regression,ChickWeights,12.78041264925886,20.84297745742841,0.7250508110390363,0.004210472106933594,0.972583
396,Regression,Linear Regression,ChickWeights,12.908163646252072,20.82655299121286,0.7440434321899679,0.004210472106933594,1.093238
407,Regression,Linear Regression,ChickWeights,13.78624220521945,22.297725224665914,0.7272822586077066,0.004210472106933594,1.2149269999999999
418,Regression,Linear Regression,ChickWeights,14.56231380927385,23.732773749874315,0.7099846963904786,0.004210472106933594,1.3375199999999998
429,Regression,Linear Regression,ChickWeights,15.109717404902197,24.642068489898374,0.7221580232945248,0.004210472106933594,1.4604629999999998
440,Regression,Linear Regression,ChickWeights,15.287005413554732,24.721522560240437,0.7401560140604169,0.004210472106933594,1.583729
451,Regression,Linear Regression,ChickWeights,15.806865735774078,25.331119330890413,0.7387809061287051,0.004210472106933594,1.707315
462,Regression,Linear Regression,ChickWeights,16.912347710111163,27.450327347193873,0.7118740092210123,0.004210472106933594,1.831218
473,Regression,Linear Regression,ChickWeights,17.68786801080465,28.748046923071918,0.7209603573249957,0.004210472106933594,1.955435
484,Regression,Linear Regression,ChickWeights,18.02230431978895,29.040370094251127,0.7308604085348502,0.004210472106933594,2.079964
495,Regression,Linear Regression,ChickWeights,18.476434617297652,29.565622398548214,0.7375811559076941,0.004210472106933594,2.204806
506,Regression,Linear Regression,ChickWeights,19.368862660258834,31.016595939650866,0.7195863076124669,0.004210472106933594,2.32996
517,Regression,Linear Regression,ChickWeights,20.093492725340727,32.00802507821089,0.7181912437784894,0.004210472106933594,2.455434
528,Regression,Linear Regression,ChickWeights,20.883641447975457,33.20140091570763,0.727385103943677,0.004210472106933594,2.581219
539,Regression,Linear Regression,ChickWeights,21.055940734584826,33.19901872731025,0.7386798629639011,0.004210472106933594,2.707313
550,Regression,Linear Regression,ChickWeights,22.046658398851132,34.818142407426606,0.7214274205964286,0.004210472106933594,2.833717
561,Regression,Linear Regression,ChickWeights,22.750150790689958,35.737018888500465,0.7193638350430389,0.004210472106933594,2.960429
572,Regression,Linear Regression,ChickWeights,23.60149518688988,36.92142939550449,0.722919218201958,0.004210472106933594,3.087448
578,Regression,Linear Regression,ChickWeights,23.758656678867762,37.03767126301035,0.7279537206511313,0.004210472106933594,3.2147080000000003
20,Regression,Linear Regression,TrumpApproval,20.715375599336316,24.276120972986362,-1381.3340079163324,0.004813194274902344,0.003774
40,Regression,Linear Regression,TrumpApproval,12.956746822999646,17.85530816845139,-127.17403450091604,0.004813194274902344,0.008234
60,Regression,Linear Regression,TrumpApproval,10.540337295823328,15.264267507077205,-125.28803290438402,0.004813194274902344,0.013346
80,Regression,Linear Regression,TrumpApproval,8.92648259034571,13.436420463778147,-97.15695382305036,0.004813194274902344,0.019104
100,Regression,Linear Regression,TrumpApproval,7.5495393499287236,12.076339439187347,-48.75014684916543,0.004813194274902344,0.025552
120,Regression,Linear Regression,TrumpApproval,6.5712666531069654,11.058195411086313,-34.388513465790076,0.004813194274902344,0.032651
140,Regression,Linear Regression,TrumpApproval,5.868178209177549,10.265658199354172,-30.515672886293014,0.004813194274902344,0.040397
160,Regression,Linear Regression,TrumpApproval,5.226493262391851,9.609365926739029,-23.352843972650145,0.004813194274902344,0.048786
180,Regression,Linear Regression,TrumpApproval,4.806672346419344,9.079121174210673,-18.092824435696784,0.004813194274902344,0.057857000000000006
200,Regression,Linear Regression,TrumpApproval,4.400421129740624,8.617551092451054,-16.252012396913173,0.004813194274902344,0.06766
220,Regression,Linear Regression,TrumpApproval,4.083414123099576,8.223437931584808,-15.946617088642817,0.004813194274902344,0.07815899999999999
240,Regression,Linear Regression,TrumpApproval,3.8235343884157706,7.87966547036827,-14.67643164713968,0.004813194274902344,0.08935399999999999
260,Regression,Linear Regression,TrumpApproval,3.5733429968046226,7.572887494545769,-13.674649599158814,0.004973411560058594,0.10124299999999999
280,Regression,Linear Regression,TrumpApproval,3.399764262602937,7.307305033384193,-13.305426773388605,0.004973411560058594,0.11382999999999999
300,Regression,Linear Regression,TrumpApproval,3.2435269592384794,7.069212717011484,-12.166742621467943,0.004973411560058594,0.21774699999999997
320,Regression,Linear Regression,TrumpApproval,3.1105754847518408,6.854541649824586,-11.99216513034567,0.004973411560058594,0.416803
340,Regression,Linear Regression,TrumpApproval,2.9569354047226284,6.651479799277566,-11.928129373171446,0.004973411560058594,0.618037
360,Regression,Linear Regression,TrumpApproval,2.8537856094930785,6.474036710445056,-11.348131391644102,0.004973411560058594,0.8214119999999999
380,Regression,Linear Regression,TrumpApproval,2.750449728962714,6.305826559379086,-11.120053648606476,0.004973411560058594,1.026924
400,Regression,Linear Regression,TrumpApproval,2.6634141155755278,6.151161672136967,-10.858744866397979,0.004973411560058594,1.2341469999999999
420,Regression,Linear Regression,TrumpApproval,2.556259025339157,6.003825249623929,-10.671335514866263,0.004973411560058594,1.4420449999999998
440,Regression,Linear Regression,TrumpApproval,2.471571610669061,5.868919367302693,-9.950915405915524,0.004973411560058594,1.6506019999999997
460,Regression,Linear Regression,TrumpApproval,2.3796807630395826,5.740715994508566,-8.935993501779443,0.004973411560058594,1.8600329999999996
480,Regression,Linear Regression,TrumpApproval,2.2935423272146473,5.620383847029998,-8.304713733239236,0.004973411560058594,2.0701579999999997
500,Regression,Linear Regression,TrumpApproval,2.2170719472274363,5.50775327209046,-7.748060324415055,0.004973411560058594,2.2809679999999997
520,Regression,Linear Regression,TrumpApproval,2.1605380581247338,5.4030519069184955,-7.433320998258445,0.004973411560058594,2.492507
540,Regression,Linear Regression,TrumpApproval,2.093930365363914,5.302901387269021,-7.093810234661742,0.004973411560058594,2.7047299999999996
560,Regression,Linear Regression,TrumpApproval,2.0590245226095627,5.213512799867119,-7.009651494197669,0.004973411560058594,2.9176339999999996
580,Regression,Linear Regression,TrumpApproval,1.9976476082662873,5.1231852511763165,-6.925804791819894,0.004973411560058594,3.1312199999999994
600,Regression,Linear Regression,TrumpApproval,1.950641059884997,5.038426259116397,-6.58092298894084,0.004973411560058594,3.3455269999999993
620,Regression,Linear Regression,TrumpApproval,1.9139787950639096,4.959092402037442,-6.2321238970256,0.004973411560058594,3.560656999999999
640,Regression,Linear Regression,TrumpApproval,1.8644177203659011,4.8815607080230725,-5.87676544995844,0.004973411560058594,3.776474999999999
660,Regression,Linear Regression,TrumpApproval,1.8242147858959745,4.808190620674182,-5.62363098938706,0.004973411560058594,3.9929739999999994
